ID,Name,Price,Artist,Image URL,Gallery Name,Href,Scrape Date,Ingested
130d2f61056611d9fb84ace73e795d58,"I need to find a title, 2023","€4,145",Romain Blanck,https://d7hftxdivxxvm.cloudfront.net/?height=654&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FFLURMhd2raZlvdIxQ39BXg%2Flarger.jpg&width=445,We Collect,https://www.artsy.net/artwork/romain-blanck-i-need-to-find-a-title,2023-09-07 19:31:55,False
c206fd0f3c03708cf4d7d298c9189f1e,"Valley of broken Promises, 2022","US$4,000",Per Adolfsen,https://d7hftxdivxxvm.cloudfront.net/?height=618&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FFMOmrEvPVjeBAjAR96-HSA%2Flarger.jpg&width=445,THE ANZAI GALLERY,https://www.artsy.net/artwork/per-adolfsen-valley-of-broken-promises,2023-09-07 19:32:23,False
195c50a610f76ae52692997776791581,"Untitled (#2 Pri-Rain) (SF64-592), 1964","US$295,000",Sam Francis,https://d7hftxdivxxvm.cloudfront.net/?height=337&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlK8gQ9t1RV3zuHl5z0Xbkw%2Flarger.jpg&width=445,Galerie Thomas,https://www.artsy.net/artwork/sam-francis-untitled-number-2-pri-rain-sf64-592-4,2023-09-07 19:32:23,False
c54d02e91ab9828057b07d79f4a31374,"Malaquita con impurezas I, 2022","€16,000–€20,000",José Yaque,https://d7hftxdivxxvm.cloudfront.net/?height=563&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F2Q4GM6scrUKp_yQh7jWjsA%2Flarger.jpg&width=445,Bode,https://www.artsy.net/artwork/jose-yaque-malaquita-con-impurezas-i,2023-09-07 19:32:23,False
bf3e4ab95bcb8009cc30ed59552afb66,"Pink Grey Glazed Mom Jar with Skulls, Fingers, and Grass 有骷髅头、手指头和草丛的粉灰釉妈妈罐, 2023","€9,140",Geng Xue,https://d7hftxdivxxvm.cloudfront.net/?height=296&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FC4cZxV6AjwYWbQfus6S4Pg%2Flarger.jpg&width=445,Migrant Bird Space,https://www.artsy.net/artwork/geng-xue-pink-grey-glazed-mom-jar-with-skulls-fingers-and-grass-you-ku-lou-tou-shou-zhi-tou-he-cao-cong-de-fen-hui-you-ma-ma-guan,2023-09-07 19:32:23,False
842b3f4d0a23e3f6b1e45d0a8ba6d49b,"Pink evening at the port, 2023","€1,365",Simonas Gutauskas,https://d7hftxdivxxvm.cloudfront.net/?height=315&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FNO5-D0K0Mad_GBY02QJXmw%2Flarger.jpg&width=445,Gallery Paveikslai Lt.,https://www.artsy.net/artwork/simonas-gutauskas-pink-evening-at-the-port,2023-09-07 19:32:23,False
71ee67ca841cce9e23348e5e50ebc34c,"Eroded Pink, 2021","US$15,000",Hueman,https://d7hftxdivxxvm.cloudfront.net/?height=626&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FpvegMKxJQaMf-xQbLxo7jA%2Flarger.jpg&width=445,Mirus Gallery,https://www.artsy.net/artwork/hueman-eroded-pink,2023-09-07 19:32:23,False
d373e4b3363b1c059e946e63d259bb9c,"Mycanos, 2014","US$105,000",Hunt Slonem,https://d7hftxdivxxvm.cloudfront.net/?height=329&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F9DK3PGbb_jvzlDFSwzYlvw%2Flarger.jpg&width=445,Eckert Fine Art,https://www.artsy.net/artwork/hunt-slonem-mycanos,2023-09-07 19:32:23,False
9515c2f4fe0983d5e812a46229ec3986,"Ridge Pull in Flood Crest, 2020","US$1,200",Kate Trepagnier,https://d7hftxdivxxvm.cloudfront.net/?height=344&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FD7JHMV0ZHt8hYPm57LM7gQ%2Flarger.jpg&width=445,LeMieux,https://www.artsy.net/artwork/kate-trepagnier-ridge-pull-in-flood-crest,2023-09-07 19:32:23,False
67683c61a1e782bc9e0473adc9f82ede,"Untitled , 2017-2021","US$55,000",Hebru Brantley,https://d7hftxdivxxvm.cloudfront.net/?height=334&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FoMEpgASwTHnIdRuOGiQ79Q%2Flarger.jpg&width=445,Rowang Gallery,https://www.artsy.net/artwork/hebru-brantley-untitled-46681,2023-09-07 19:32:23,False
